PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,C,Q,S,Alone
447,1,2,0,13.0,0,1,19.5,False,False,True,0
448,1,1,1,34.0,0,0,26.55,False,False,True,1
449,1,3,0,5.0,2,1,19.2583,True,False,False,0
450,1,1,1,52.0,0,0,30.5,False,False,True,1
451,0,2,1,36.0,1,2,27.75,False,False,True,0
452,0,3,1,24.0,1,0,19.9667,False,False,True,0
453,0,1,1,30.0,0,0,27.75,True,False,False,1
454,1,1,1,49.0,1,0,89.1042,True,False,False,0
455,0,3,1,24.0,0,0,8.05,False,False,True,1
456,1,3,1,29.0,0,0,7.8958,True,False,False,1
457,0,1,1,65.0,0,0,26.55,False,False,True,1
458,1,1,0,37.0,1,0,51.8625,False,False,True,0
459,1,2,0,50.0,0,0,10.5,False,False,True,1
460,0,3,1,24.0,0,0,7.75,False,True,False,1
461,1,1,1,48.0,0,0,26.55,False,False,True,1
462,0,3,1,34.0,0,0,8.05,False,False,True,1
463,0,1,1,47.0,0,0,38.5,False,False,True,1
464,0,2,1,48.0,0,0,13.0,False,False,True,1
465,0,3,1,24.0,0,0,8.05,False,False,True,1
466,0,3,1,38.0,0,0,7.05,False,False,True,1
467,0,2,1,29.0,0,0,0.0,False,False,True,1
468,0,1,1,56.0,0,0,26.55,False,False,True,1
469,0,3,1,24.0,0,0,7.725,False,True,False,1
470,1,3,0,0.75,2,1,19.2583,True,False,False,0
471,0,3,1,24.0,0,0,7.25,False,False,True,1
472,0,3,1,38.0,0,0,8.6625,False,False,True,1
473,1,2,0,33.0,1,2,27.75,False,False,True,0
474,1,2,0,23.0,0,0,13.7917,True,False,False,1
475,0,3,0,22.0,0,0,9.8375,False,False,True,1
476,0,1,1,37.0,0,0,52.0,False,False,True,1
477,0,2,1,34.0,1,0,21.0,False,False,True,0
478,0,3,1,29.0,1,0,7.0458,False,False,True,0
479,0,3,1,22.0,0,0,7.5208,False,False,True,1
480,1,3,0,2.0,0,1,12.2875,False,False,True,0
481,0,3,1,9.0,5,2,46.9,False,False,True,0
482,0,2,1,29.0,0,0,0.0,False,False,True,1
483,0,3,1,50.0,0,0,8.05,False,False,True,1
484,1,3,0,63.0,0,0,9.5875,False,False,True,1
485,1,1,1,25.0,1,0,91.0792,True,False,False,0
486,0,3,0,24.0,3,1,25.4667,False,False,True,0
487,1,1,0,35.0,1,0,90.0,False,False,True,0
488,0,1,1,58.0,0,0,29.7,True,False,False,1
489,0,3,1,30.0,0,0,8.05,False,False,True,1
490,1,3,1,9.0,1,1,15.9,False,False,True,0
491,0,3,1,24.0,1,0,19.9667,False,False,True,0
492,0,3,1,21.0,0,0,7.25,False,False,True,1
493,0,1,1,55.0,0,0,30.5,False,False,True,1
494,0,1,1,71.0,0,0,49.5042,True,False,False,1
495,0,3,1,21.0,0,0,8.05,False,False,True,1
496,0,3,1,24.0,0,0,14.4583,True,False,False,1
497,1,1,0,54.0,1,0,78.2667,True,False,False,0
498,0,3,1,24.0,0,0,15.1,False,False,True,1
499,0,1,0,25.0,1,2,151.55,False,False,True,0
500,0,3,1,24.0,0,0,7.7958,False,False,True,1
501,0,3,1,17.0,0,0,8.6625,False,False,True,1
502,0,3,0,21.0,0,0,7.75,False,True,False,1
503,0,3,0,24.0,0,0,7.6292,False,True,False,1
504,0,3,0,37.0,0,0,9.5875,False,False,True,1
505,1,1,0,16.0,0,0,86.5,False,False,True,1
506,0,1,1,18.0,1,0,108.9,True,False,False,0
507,1,2,0,33.0,0,2,26.0,False,False,True,0
508,1,1,1,37.0,0,0,26.55,False,False,True,1
509,0,3,1,28.0,0,0,22.525,False,False,True,1
510,1,3,1,26.0,0,0,56.4958,False,False,True,1
511,1,3,1,29.0,0,0,7.75,False,True,False,1
512,0,3,1,24.0,0,0,8.05,False,False,True,1
513,1,1,1,36.0,0,0,26.2875,False,False,True,1
514,1,1,0,54.0,1,0,59.4,True,False,False,0
515,0,3,1,24.0,0,0,7.4958,False,False,True,1
516,0,1,1,47.0,0,0,34.0208,False,False,True,1
517,1,2,0,34.0,0,0,10.5,False,False,True,1
518,0,3,1,24.0,0,0,24.15,False,True,False,1
519,1,2,0,36.0,1,0,26.0,False,False,True,0
520,0,3,1,32.0,0,0,7.8958,False,False,True,1
521,1,1,0,30.0,0,0,93.5,False,False,True,1
522,0,3,1,22.0,0,0,7.8958,False,False,True,1
523,0,3,1,24.0,0,0,7.225,True,False,False,1
524,1,1,0,44.0,0,1,57.9792,True,False,False,0
525,0,3,1,24.0,0,0,7.2292,True,False,False,1
526,0,3,1,40.5,0,0,7.75,False,True,False,1
527,1,2,0,50.0,0,0,10.5,False,False,True,1
528,0,1,1,37.0,0,0,221.7792,False,False,True,1
529,0,3,1,39.0,0,0,7.925,False,False,True,1
530,0,2,1,23.0,2,1,11.5,False,False,True,0
531,1,2,0,2.0,1,1,26.0,False,False,True,0
532,0,3,1,24.0,0,0,7.2292,True,False,False,1
533,0,3,1,17.0,1,1,7.2292,True,False,False,0
534,1,3,0,24.0,0,2,22.3583,True,False,False,0
535,0,3,0,30.0,0,0,8.6625,False,False,True,1
536,1,2,0,7.0,0,2,26.25,False,False,True,0
537,0,1,1,45.0,0,0,26.55,False,False,True,1
538,1,1,0,30.0,0,0,106.425,True,False,False,1
539,0,3,1,24.0,0,0,14.5,False,False,True,1
540,1,1,0,22.0,0,2,49.5,True,False,False,0
541,1,1,0,36.0,0,2,71.0,False,False,True,0
542,0,3,0,9.0,4,2,31.275,False,False,True,0
543,0,3,0,11.0,4,2,31.275,False,False,True,0
544,1,2,1,32.0,1,0,26.0,False,False,True,0
545,0,1,1,50.0,1,0,106.425,True,False,False,0
546,0,1,1,64.0,0,0,26.0,False,False,True,1
547,1,2,0,19.0,1,0,26.0,False,False,True,0
548,1,2,1,29.0,0,0,13.8625,True,False,False,1
549,0,3,1,33.0,1,1,20.525,False,False,True,0
550,1,2,1,8.0,1,1,36.75,False,False,True,0
551,1,1,1,17.0,0,2,110.8833,True,False,False,0
552,0,2,1,27.0,0,0,26.0,False,False,True,1
553,0,3,1,24.0,0,0,7.8292,False,True,False,1
554,1,3,1,22.0,0,0,7.225,True,False,False,1
555,1,3,0,22.0,0,0,7.775,False,False,True,1
556,0,1,1,62.0,0,0,26.55,False,False,True,1
557,1,1,0,48.0,1,0,39.6,True,False,False,0
558,0,1,1,37.0,0,0,227.525,True,False,False,1
559,1,1,0,39.0,1,1,79.65,False,False,True,0
560,1,3,0,36.0,1,0,17.4,False,False,True,0
561,0,3,1,24.0,0,0,7.75,False,True,False,1
562,0,3,1,40.0,0,0,7.8958,False,False,True,1
563,0,2,1,28.0,0,0,13.5,False,False,True,1
564,0,3,1,24.0,0,0,8.05,False,False,True,1
565,0,3,0,24.0,0,0,8.05,False,False,True,1
566,0,3,1,24.0,2,0,24.15,False,False,True,0
567,0,3,1,19.0,0,0,7.8958,False,False,True,1
568,0,3,0,29.0,0,4,21.075,False,False,True,0
569,0,3,1,24.0,0,0,7.2292,True,False,False,1
570,1,3,1,32.0,0,0,7.8542,False,False,True,1
571,1,2,1,62.0,0,0,10.5,False,False,True,1
572,1,1,0,53.0,2,0,51.4792,False,False,True,0
573,1,1,1,36.0,0,0,26.3875,False,False,True,1
574,1,3,0,24.0,0,0,7.75,False,True,False,1
575,0,3,1,16.0,0,0,8.05,False,False,True,1
576,0,3,1,19.0,0,0,14.5,False,False,True,1
577,1,2,0,34.0,0,0,13.0,False,False,True,1
578,1,1,0,39.0,1,0,55.9,False,False,True,0
579,0,3,0,24.0,1,0,14.4583,True,False,False,0
580,1,3,1,32.0,0,0,7.925,False,False,True,1
581,1,2,0,25.0,1,1,30.0,False,False,True,0
582,1,1,0,39.0,1,1,110.8833,True,False,False,0
583,0,2,1,54.0,0,0,26.0,False,False,True,1
584,0,1,1,36.0,0,0,40.125,True,False,False,1
585,0,3,1,24.0,0,0,8.7125,True,False,False,1
586,1,1,0,18.0,0,2,79.65,False,False,True,0
587,0,2,1,47.0,0,0,15.0,False,False,True,1
588,1,1,1,60.0,1,1,79.2,True,False,False,0
589,0,3,1,22.0,0,0,8.05,False,False,True,1
590,0,3,1,24.0,0,0,8.05,False,False,True,1
591,0,3,1,35.0,0,0,7.125,False,False,True,1
592,1,1,0,52.0,1,0,78.2667,True,False,False,0
593,0,3,1,47.0,0,0,7.25,False,False,True,1
594,0,3,0,24.0,0,2,7.75,False,True,False,0
595,0,2,1,37.0,1,0,26.0,False,False,True,0
596,0,3,1,36.0,1,1,24.15,False,False,True,0
597,1,2,0,29.0,0,0,33.0,False,False,True,1
598,0,3,1,49.0,0,0,0.0,False,False,True,1
599,0,3,1,24.0,0,0,7.225,True,False,False,1
600,1,1,1,49.0,1,0,56.9292,True,False,False,0
601,1,2,0,24.0,2,1,27.0,False,False,True,0
602,0,3,1,24.0,0,0,7.8958,False,False,True,1
603,0,1,1,37.0,0,0,42.4,False,False,True,1
604,0,3,1,44.0,0,0,8.05,False,False,True,1
605,1,1,1,35.0,0,0,26.55,True,False,False,1
606,0,3,1,36.0,1,0,15.55,False,False,True,0
607,0,3,1,30.0,0,0,7.8958,False,False,True,1
608,1,1,1,27.0,0,0,30.5,False,False,True,1
609,1,2,0,22.0,1,2,41.5792,True,False,False,0
610,1,1,0,40.0,0,0,153.4625,False,False,True,1
611,0,3,0,39.0,1,5,31.275,False,False,True,0
612,0,3,1,24.0,0,0,7.05,False,False,True,1
613,1,3,0,24.0,1,0,15.5,False,True,False,0
614,0,3,1,24.0,0,0,7.75,False,True,False,1
615,0,3,1,35.0,0,0,8.05,False,False,True,1
616,1,2,0,24.0,1,2,65.0,False,False,True,0
617,0,3,1,34.0,1,1,14.4,False,False,True,0
618,0,3,0,26.0,1,0,16.1,False,False,True,0
619,1,2,0,4.0,2,1,39.0,False,False,True,0
620,0,2,1,26.0,0,0,10.5,False,False,True,1
621,0,3,1,27.0,1,0,14.4542,True,False,False,0
622,1,1,1,42.0,1,0,52.5542,False,False,True,0
623,1,3,1,20.0,1,1,15.7417,True,False,False,0
624,0,3,1,21.0,0,0,7.8542,False,False,True,1
625,0,3,1,21.0,0,0,16.1,False,False,True,1
626,0,1,1,61.0,0,0,32.3208,False,False,True,1
627,0,2,1,57.0,0,0,12.35,False,True,False,1
628,1,1,0,21.0,0,0,77.9583,False,False,True,1
629,0,3,1,26.0,0,0,7.8958,False,False,True,1
630,0,3,1,24.0,0,0,7.7333,False,True,False,1
631,1,1,1,80.0,0,0,30.0,False,False,True,1
632,0,3,1,51.0,0,0,7.0542,False,False,True,1
633,1,1,1,32.0,0,0,30.5,True,False,False,1
634,0,1,1,37.0,0,0,0.0,False,False,True,1
635,0,3,0,9.0,3,2,27.9,False,False,True,0
636,1,2,0,28.0,0,0,13.0,False,False,True,1
637,0,3,1,32.0,0,0,7.925,False,False,True,1
638,0,2,1,31.0,1,1,26.25,False,False,True,0
639,0,3,0,41.0,0,5,39.6875,False,False,True,0
640,0,3,1,24.0,1,0,16.1,False,False,True,0
641,0,3,1,20.0,0,0,7.8542,False,False,True,1
642,1,1,0,24.0,0,0,69.3,True,False,False,1
643,0,3,0,2.0,3,2,27.9,False,False,True,0
644,1,3,1,24.0,0,0,56.4958,False,False,True,1
645,1,3,0,0.75,2,1,19.2583,True,False,False,0
646,1,1,1,48.0,1,0,76.7292,True,False,False,0
647,0,3,1,19.0,0,0,7.8958,False,False,True,1
648,1,1,1,56.0,0,0,35.5,True,False,False,1
649,0,3,1,24.0,0,0,7.55,False,False,True,1
650,1,3,0,23.0,0,0,7.55,False,False,True,1
651,0,3,1,24.0,0,0,7.8958,False,False,True,1
652,1,2,0,18.0,0,1,23.0,False,False,True,0
653,0,3,1,21.0,0,0,8.4333,False,False,True,1
654,1,3,0,24.0,0,0,7.8292,False,True,False,1
655,0,3,0,18.0,0,0,6.75,False,True,False,1
656,0,2,1,24.0,2,0,73.5,False,False,True,0
657,0,3,1,24.0,0,0,7.8958,False,False,True,1
658,0,3,0,32.0,1,1,15.5,False,True,False,0
659,0,2,1,23.0,0,0,13.0,False,False,True,1
660,0,1,1,58.0,0,2,113.275,True,False,False,0
661,1,1,1,50.0,2,0,133.65,False,False,True,0
662,0,3,1,40.0,0,0,7.225,True,False,False,1
663,0,1,1,47.0,0,0,25.5875,False,False,True,1
664,0,3,1,36.0,0,0,7.4958,False,False,True,1
665,1,3,1,20.0,1,0,7.925,False,False,True,0
666,0,2,1,32.0,2,0,73.5,False,False,True,0
667,0,2,1,25.0,0,0,13.0,False,False,True,1
668,0,3,1,24.0,0,0,7.775,False,False,True,1
669,0,3,1,43.0,0,0,8.05,False,False,True,1
670,1,1,0,37.0,1,0,52.0,False,False,True,0
671,1,2,0,40.0,1,1,39.0,False,False,True,0
672,0,1,1,31.0,1,0,52.0,False,False,True,0
673,0,2,1,70.0,0,0,10.5,False,False,True,1
674,1,2,1,31.0,0,0,13.0,False,False,True,1
675,0,2,1,29.0,0,0,0.0,False,False,True,1
676,0,3,1,18.0,0,0,7.775,False,False,True,1
677,0,3,1,24.5,0,0,8.05,False,False,True,1
678,1,3,0,18.0,0,0,9.8417,False,False,True,1
679,0,3,0,43.0,1,6,46.9,False,False,True,0
680,1,1,1,36.0,0,1,512.3292,True,False,False,0
681,0,3,0,24.0,0,0,8.1375,False,True,False,1
682,1,1,1,27.0,0,0,76.7292,True,False,False,1
683,0,3,1,20.0,0,0,9.225,False,False,True,1
684,0,3,1,14.0,5,2,46.9,False,False,True,0
685,0,2,1,60.0,1,1,39.0,False,False,True,0
686,0,2,1,25.0,1,2,41.5792,True,False,False,0
687,0,3,1,14.0,4,1,39.6875,False,False,True,0
688,0,3,1,19.0,0,0,10.1708,False,False,True,1
689,0,3,1,18.0,0,0,7.7958,False,False,True,1
690,1,1,0,15.0,0,1,211.3375,False,False,True,0
691,1,1,1,31.0,1,0,57.0,False,False,True,0
692,1,3,0,4.0,0,1,13.4167,True,False,False,0
693,1,3,1,24.0,0,0,56.4958,False,False,True,1
694,0,3,1,25.0,0,0,7.225,True,False,False,1
695,0,1,1,60.0,0,0,26.55,False,False,True,1
696,0,2,1,52.0,0,0,13.5,False,False,True,1
697,0,3,1,44.0,0,0,8.05,False,False,True,1
698,1,3,0,24.0,0,0,7.7333,False,True,False,1
699,0,1,1,49.0,1,1,110.8833,True,False,False,0
700,0,3,1,42.0,0,0,7.65,False,False,True,1
701,1,1,0,18.0,1,0,227.525,True,False,False,0
702,1,1,1,35.0,0,0,26.2875,False,False,True,1
703,0,3,0,18.0,0,1,14.4542,True,False,False,0
704,0,3,1,25.0,0,0,7.7417,False,True,False,1
705,0,3,1,26.0,1,0,7.8542,False,False,True,0
706,0,2,1,39.0,0,0,26.0,False,False,True,1
707,1,2,0,45.0,0,0,13.5,False,False,True,1
708,1,1,1,42.0,0,0,26.2875,False,False,True,1
709,1,1,0,22.0,0,0,151.55,False,False,True,1
710,1,3,1,24.0,1,1,15.2458,True,False,False,0
711,1,1,0,24.0,0,0,49.5042,True,False,False,1
712,0,1,1,37.0,0,0,26.55,False,False,True,1
713,1,1,1,48.0,1,0,52.0,False,False,True,0
714,0,3,1,29.0,0,0,9.4833,False,False,True,1
715,0,2,1,52.0,0,0,13.0,False,False,True,1
716,0,3,1,19.0,0,0,7.65,False,False,True,1
717,1,1,0,38.0,0,0,227.525,True,False,False,1
718,1,2,0,27.0,0,0,10.5,False,False,True,1
719,0,3,1,24.0,0,0,15.5,False,True,False,1
720,0,3,1,33.0,0,0,7.775,False,False,True,1
721,1,2,0,6.0,0,1,33.0,False,False,True,0
722,0,3,1,17.0,1,0,7.0542,False,False,True,0
723,0,2,1,34.0,0,0,13.0,False,False,True,1
724,0,2,1,50.0,0,0,13.0,False,False,True,1
725,1,1,1,27.0,1,0,53.1,False,False,True,0
726,0,3,1,20.0,0,0,8.6625,False,False,True,1
727,1,2,0,30.0,3,0,21.0,False,False,True,0
728,1,3,0,24.0,0,0,7.7375,False,True,False,1
729,0,2,1,25.0,1,0,26.0,False,False,True,0
730,0,3,0,25.0,1,0,7.925,False,False,True,0
731,1,1,0,29.0,0,0,211.3375,False,False,True,1
732,0,3,1,11.0,0,0,18.7875,True,False,False,1
733,0,2,1,29.0,0,0,0.0,False,False,True,1
734,0,2,1,23.0,0,0,13.0,False,False,True,1
735,0,2,1,23.0,0,0,13.0,False,False,True,1
736,0,3,1,28.5,0,0,16.1,False,False,True,1
737,0,3,0,48.0,1,3,34.375,False,False,True,0
738,1,1,1,35.0,0,0,512.3292,True,False,False,1
739,0,3,1,24.0,0,0,7.8958,False,False,True,1
740,0,3,1,24.0,0,0,7.8958,False,False,True,1
741,1,1,1,37.0,0,0,30.0,False,False,True,1
742,0,1,1,36.0,1,0,78.85,False,False,True,0
743,1,1,0,21.0,2,2,262.375,True,False,False,0
744,0,3,1,24.0,1,0,16.1,False,False,True,0
745,1,3,1,31.0,0,0,7.925,False,False,True,1
746,0,1,1,70.0,1,1,71.0,False,False,True,0
747,0,3,1,16.0,1,1,20.25,False,False,True,0
748,1,2,0,30.0,0,0,13.0,False,False,True,1
749,0,1,1,19.0,1,0,53.1,False,False,True,0
750,0,3,1,31.0,0,0,7.75,False,True,False,1
751,1,2,0,4.0,1,1,23.0,False,False,True,0
752,1,3,1,6.0,0,1,12.475,False,False,True,0
753,0,3,1,33.0,0,0,9.5,False,False,True,1
754,0,3,1,23.0,0,0,7.8958,False,False,True,1
755,1,2,0,48.0,1,2,65.0,False,False,True,0
756,1,2,1,0.67,1,1,14.5,False,False,True,0
757,0,3,1,28.0,0,0,7.7958,False,False,True,1
758,0,2,1,18.0,0,0,11.5,False,False,True,1
759,0,3,1,34.0,0,0,8.05,False,False,True,1
760,1,1,0,33.0,0,0,86.5,False,False,True,1
761,0,3,1,24.0,0,0,14.5,False,False,True,1
762,0,3,1,41.0,0,0,7.125,False,False,True,1
763,1,3,1,20.0,0,0,7.2292,True,False,False,1
764,1,1,0,36.0,1,2,120.0,False,False,True,0
765,0,3,1,16.0,0,0,7.775,False,False,True,1
766,1,1,0,51.0,1,0,77.9583,False,False,True,0
767,0,1,1,37.0,0,0,39.6,True,False,False,1
768,0,3,0,30.5,0,0,7.75,False,True,False,1
769,0,3,1,24.0,1,0,24.15,False,True,False,0
770,0,3,1,32.0,0,0,8.3625,False,False,True,1
771,0,3,1,24.0,0,0,9.5,False,False,True,1
772,0,3,1,48.0,0,0,7.8542,False,False,True,1
773,0,2,0,57.0,0,0,10.5,False,False,True,1
774,0,3,1,24.0,0,0,7.225,True,False,False,1
775,1,2,0,54.0,1,3,23.0,False,False,True,0
776,0,3,1,18.0,0,0,7.75,False,False,True,1
777,0,3,1,24.0,0,0,7.75,False,True,False,1
778,1,3,0,5.0,0,0,12.475,False,False,True,1
779,0,3,1,24.0,0,0,7.7375,False,True,False,1
780,1,1,0,43.0,0,1,211.3375,False,False,True,0
781,1,3,0,13.0,0,0,7.2292,True,False,False,1
782,1,1,0,17.0,1,0,57.0,False,False,True,0
783,0,1,1,29.0,0,0,30.0,False,False,True,1
784,0,3,1,24.0,1,2,23.45,False,False,True,0
785,0,3,1,25.0,0,0,7.05,False,False,True,1
786,0,3,1,25.0,0,0,7.25,False,False,True,1
787,1,3,0,18.0,0,0,7.4958,False,False,True,1
788,0,3,1,8.0,4,1,29.125,False,True,False,0
789,1,3,1,1.0,1,2,20.575,False,False,True,0
790,0,1,1,46.0,0,0,79.2,True,False,False,1
791,0,3,1,24.0,0,0,7.75,False,True,False,1
792,0,2,1,16.0,0,0,26.0,False,False,True,1
793,0,3,0,24.0,8,2,69.55,False,False,True,0
794,0,1,1,37.0,0,0,30.6958,True,False,False,1
795,0,3,1,25.0,0,0,7.8958,False,False,True,1
796,0,2,1,39.0,0,0,13.0,False,False,True,1
797,1,1,0,49.0,0,0,25.9292,False,False,True,1
798,1,3,0,31.0,0,0,8.6833,False,False,True,1
799,0,3,1,30.0,0,0,7.2292,True,False,False,1
800,0,3,0,30.0,1,1,24.15,False,False,True,0
801,0,2,1,34.0,0,0,13.0,False,False,True,1
802,1,2,0,31.0,1,1,26.25,False,False,True,0
803,1,1,1,11.0,1,2,120.0,False,False,True,0
804,1,3,1,0.42,0,1,8.5167,True,False,False,0
805,1,3,1,27.0,0,0,6.975,False,False,True,1
806,0,3,1,31.0,0,0,7.775,False,False,True,1
807,0,1,1,39.0,0,0,0.0,False,False,True,1
808,0,3,0,18.0,0,0,7.775,False,False,True,1
809,0,2,1,39.0,0,0,13.0,False,False,True,1
810,1,1,0,33.0,1,0,53.1,False,False,True,0
811,0,3,1,26.0,0,0,7.8875,False,False,True,1
812,0,3,1,39.0,0,0,24.15,False,False,True,1
813,0,2,1,35.0,0,0,10.5,False,False,True,1
814,0,3,0,6.0,4,2,31.275,False,False,True,0
815,0,3,1,30.5,0,0,8.05,False,False,True,1
816,0,1,1,37.0,0,0,0.0,False,False,True,1
817,0,3,0,23.0,0,0,7.925,False,False,True,1
818,0,2,1,31.0,1,1,37.0042,True,False,False,0
819,0,3,1,43.0,0,0,6.45,False,False,True,1
820,0,3,1,10.0,3,2,27.9,False,False,True,0
821,1,1,0,52.0,1,1,93.5,False,False,True,0
822,1,3,1,27.0,0,0,8.6625,False,False,True,1
823,0,1,1,38.0,0,0,0.0,False,False,True,1
824,1,3,0,27.0,0,1,12.475,False,False,True,0
825,0,3,1,2.0,4,1,39.6875,False,False,True,0
826,0,3,1,24.0,0,0,6.95,False,True,False,1
827,0,3,1,24.0,0,0,56.4958,False,False,True,1
828,1,2,1,1.0,0,2,37.0042,True,False,False,0
829,1,3,1,24.0,0,0,7.75,False,True,False,1
830,1,1,0,62.0,0,0,80.0,False,False,True,1
831,1,3,0,15.0,1,0,14.4542,True,False,False,0
832,1,2,1,0.83,1,1,18.75,False,False,True,0
833,0,3,1,24.0,0,0,7.2292,True,False,False,1
834,0,3,1,23.0,0,0,7.8542,False,False,True,1
835,0,3,1,18.0,0,0,8.3,False,False,True,1
836,1,1,0,39.0,1,1,83.1583,True,False,False,0
837,0,3,1,21.0,0,0,8.6625,False,False,True,1
838,0,3,1,24.0,0,0,8.05,False,False,True,1
839,1,3,1,32.0,0,0,56.4958,False,False,True,1
840,1,1,1,37.0,0,0,29.7,True,False,False,1
841,0,3,1,20.0,0,0,7.925,False,False,True,1
842,0,2,1,16.0,0,0,10.5,False,False,True,1
843,1,1,0,30.0,0,0,31.0,True,False,False,1
844,0,3,1,34.5,0,0,6.4375,True,False,False,1
845,0,3,1,17.0,0,0,8.6625,False,False,True,1
846,0,3,1,42.0,0,0,7.55,False,False,True,1
847,0,3,1,24.0,8,2,69.55,False,False,True,0
848,0,3,1,35.0,0,0,7.8958,True,False,False,1
849,0,2,1,28.0,0,1,33.0,False,False,True,0
850,1,1,0,37.0,1,0,89.1042,True,False,False,0
851,0,3,1,4.0,4,2,31.275,False,False,True,0
852,0,3,1,74.0,0,0,7.775,False,False,True,1
853,0,3,0,9.0,1,1,15.2458,True,False,False,0
854,1,1,0,16.0,0,1,39.4,False,False,True,0
855,0,2,0,44.0,1,0,26.0,False,False,True,0
856,1,3,0,18.0,0,1,9.35,False,False,True,0
857,1,1,0,45.0,1,1,164.8667,False,False,True,0
858,1,1,1,51.0,0,0,26.55,False,False,True,1
859,1,3,0,24.0,0,3,19.2583,True,False,False,0
860,0,3,1,24.0,0,0,7.2292,True,False,False,1
861,0,3,1,41.0,2,0,14.1083,False,False,True,0
862,0,2,1,21.0,1,0,11.5,False,False,True,0
863,1,1,0,48.0,0,0,25.9292,False,False,True,1
864,0,3,0,24.0,8,2,69.55,False,False,True,0
865,0,2,1,24.0,0,0,13.0,False,False,True,1
866,1,2,0,42.0,0,0,13.0,False,False,True,1
867,1,2,0,27.0,1,0,13.8583,True,False,False,0
868,0,1,1,31.0,0,0,50.4958,False,False,True,1
869,0,3,1,24.0,0,0,9.5,False,False,True,1
870,1,3,1,4.0,1,1,11.1333,False,False,True,0
871,0,3,1,26.0,0,0,7.8958,False,False,True,1
872,1,1,0,47.0,1,1,52.5542,False,False,True,0
873,0,1,1,33.0,0,0,5.0,False,False,True,1
874,0,3,1,47.0,0,0,9.0,False,False,True,1
875,1,2,0,28.0,1,0,24.0,True,False,False,0
876,1,3,0,15.0,0,0,7.225,True,False,False,1
877,0,3,1,20.0,0,0,9.8458,False,False,True,1
878,0,3,1,19.0,0,0,7.8958,False,False,True,1
879,0,3,1,24.0,0,0,7.8958,False,False,True,1
880,1,1,0,56.0,0,1,83.1583,True,False,False,0
881,1,2,0,25.0,0,1,26.0,False,False,True,0
882,0,3,1,33.0,0,0,7.8958,False,False,True,1
883,0,3,0,22.0,0,0,10.5167,False,False,True,1
884,0,2,1,28.0,0,0,10.5,False,False,True,1
885,0,3,1,25.0,0,0,7.05,False,False,True,1
886,0,3,0,39.0,0,5,29.125,False,True,False,0
887,0,2,1,27.0,0,0,13.0,False,False,True,1
888,1,1,0,19.0,0,0,30.0,False,False,True,1
889,0,3,0,24.0,1,2,23.45,False,False,True,0
890,1,1,1,26.0,0,0,30.0,True,False,False,1
891,0,3,1,32.0,0,0,7.75,False,True,False,1
